text,ne,intent,ne_tokens
i need a flight from atlanta to baltimore nonstop arriving at 7 pm please,O O O O O B-fromloc.city_name O B-toloc.city_name B-flight_stop O O B-arrive_time.time I-arrive_time.time O,atis_flight,O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name B-flight_stop I-flight_stop O O B-arrive_time.time I-arrive_time.time O
what are the cheapest round trip flights from denver to atlanta,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_flight,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
does continental fly from denver to san francisco,O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight,O B-airline_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
i would like a nonstop flight from st. petersburg to charlotte leaving in the afternoon,O O O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-arrive_time.period_of_day,atis_flight,O O O O B-flight_stop I-flight_stop O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O O B-arrive_time.period_of_day
on continental airlines any class service from san francisco to pittsburgh,O B-airline_name I-airline_name O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight,O B-airline_name I-airline_name O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
find me the cheapest flight from boston to washington,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name,atis_flight,O O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
well i'll try last time tell me the kind of aircraft united airlines flies from denver to san francisco before 10 o'clock in the morning,O O O O O O O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O B-depart_time.period_of_day,atis_aircraft,O O O O O O O O O O O O B-airline_name I-airline_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time O O B-depart_time.period_of_day
show me the northwest flights from detroit to st. petersburg,O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight,O O O B-airline_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name I-toloc.city_name
morning flights from pittsburgh to atlanta on wednesday,B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight,B-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
show me flights first class from san francisco to pittsburgh leaving on tuesday after 8 o'clock in the morning and before 12 noon,O O O B-class_type I-class_type O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O B-depart_time.period_of_day O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight,O O O B-class_type I-class_type O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O B-depart_date.day_name I-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time O O B-depart_time.period_of_day O B-depart_time.time_relative B-depart_time.time I-depart_time.time
what's the most expensive way i can fly to washington,O O B-cost_relative I-cost_relative O O O O O B-toloc.city_name,atis_flight,O O O B-cost_relative I-cost_relative O O O O O B-toloc.city_name I-toloc.city_name
show me the cheapest one way fare from baltimore to dallas,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
flights from boston flights from philadelphia to boston on monday,O O B-fromloc.city_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight,O O O B-fromloc.city_name I-fromloc.city_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
list nonstop flights from houston to dallas which arrive before midnight,O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.period_of_day,atis_flight,O B-flight_stop I-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.period_of_day
i need a flight to seattle leaving from baltimore making a stop in minneapolis,O O O O O B-toloc.city_name O O B-fromloc.city_name O O O O B-stoploc.city_name,atis_flight,O O O O O B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name
philadelphia to san francisco please,B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight,B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O
airline that stands for dl,O O O O B-airline_code,atis_airline,O O O O O B-airline_code I-airline_code
i'd like a cheap flight from dallas to baltimore on january first,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number,atis_flight,O O O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.month_name I-depart_date.month_name B-depart_date.day_number
what flights are available friday from san francisco to boston,O O O O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight,O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
show me saturday and sunday's flights from milwaukee to phoenix on american airlines,O O B-depart_date.day_name O B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name,atis_flight,O O B-depart_date.day_name I-depart_date.day_name O B-depart_date.day_name I-depart_date.day_name I-depart_date.day_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name I-airline_name
what flights from st. paul to kansas city on friday with lunch served,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O B-meal_description O,atis_flight,O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name O B-meal_description O
what flights from toronto to philadelphia,O O O B-fromloc.city_name O B-toloc.city_name,atis_flight,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
what flights leave from atlanta to boston on june twenty ninth in the afternoon,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-depart_time.period_of_day,atis_flight,O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name I-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-depart_time.period_of_day
what flights leave la guardia for san jose and arrive 10 pm,O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name O O B-arrive_time.time I-arrive_time.time,atis_flight,O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O B-arrive_time.time I-arrive_time.time
list the total number of flights to all airports by delta,O O O O O O O O O O B-airline_name,atis_quantity,O O O O O O O O O O B-airline_name
can you tell me the time a flight would leave from atlanta to boston in the afternoon,O O O O O B-flight_time O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day,atis_flight_time,O O O O O B-flight_time O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day
show me the united airlines flights from denver to baltimore leaving on june fourteenth,O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number,atis_flight,O O O B-airline_name I-airline_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O B-depart_date.month_name I-depart_date.month_name B-depart_date.day_number I-depart_date.day_number
please list all flights from dallas to philadelphia on monday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
show me the flights from cleveland to memphis,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
please give me flights from atlanta to boston on wednesday and thursday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_name,atis_flight,O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name O B-depart_date.day_name I-depart_date.day_name
show me ground transportation in philadelphia on monday morning,O O O O O B-city_name O B-day_name B-period_of_day,atis_ground_service,O O O O O B-city_name I-city_name O B-day_name I-day_name B-period_of_day
what delta leaves boston for atlanta,O B-airline_name O B-fromloc.city_name O B-toloc.city_name,atis_flight,O B-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
find me the earliest boston departure and the latest atlanta return trip so that i can be on the ground the maximum amount of time in atlanta and return to boston on the same day,O O O B-flight_mod B-fromloc.city_name O O O B-flight_mod B-fromloc.city_name O O O O O O O O O O O O O O O O B-toloc.city_name O O O B-toloc.city_name O O O B-return_date.date_relative,atis_flight,O O O B-flight_mod B-fromloc.city_name I-fromloc.city_name O O O B-flight_mod B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O O O O O O O O O O O O O O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O O B-toloc.city_name I-toloc.city_name O O O B-return_date.date_relative
show me flights from boston to washington leaving july fifteen,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number,atis_flight,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name I-depart_date.month_name B-depart_date.day_number
i would like the time of your earliest flight in the morning from philadelphia to washington on american airlines,O O O O B-flight_time O O B-flight_mod O O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name,atis_flight_time,O O O O B-flight_time O O B-flight_mod O O O B-depart_time.period_of_day O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name I-airline_name
show me the flights from baltimore to boston,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight,O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
please list the flight schedule from baltimore to san francisco on friday nights,O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight_time,O O O B-flight_time I-flight_time O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_time.period_of_day
how long is a trip from philadelphia airport to downtown philadelphia,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name,atis_distance,O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name I-toloc.city_name
sure i'd like to determine what aircraft are use on july seventh leaving from boston and arriving in atlanta on july seventh,O O O O O O O O O O B-depart_date.month_name B-depart_date.day_number O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number,atis_aircraft,O O O O O O O O O O O B-depart_date.month_name I-depart_date.month_name B-depart_date.day_number O O B-fromloc.city_name I-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-arrive_date.month_name I-arrive_date.month_name B-arrive_date.day_number
baltimore to philadelphia,B-fromloc.city_name O B-toloc.city_name,atis_flight,B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
what are the flights and fares from atlanta to philadelphia,O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight#atis_airfare,O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
united airlines flights stopping in denver,B-airline_name I-airline_name O O O B-stoploc.city_name,atis_flight,B-airline_name I-airline_name O O O B-stoploc.city_name I-stoploc.city_name
what flights are available wednesday afternoon from denver to san francisco,O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight,O O O O B-depart_date.day_name I-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
round trip fares from denver to philadelphia less than 1000 dollars,B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount,atis_airfare,B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount
list the first class flights from baltimore to denver,O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name,atis_flight,O O B-class_type I-class_type O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
what are the fares from newark to la monday and wednesday,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name O B-depart_date.day_name,atis_airfare,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_date.day_name I-depart_date.day_name O B-depart_date.day_name I-depart_date.day_name
what flights from chicago to kansas city,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
please show me flights from dallas to atlanta on monday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
flights to baltimore,O O B-toloc.city_name,atis_flight,O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name
show me the latest flight to love field,O O O B-flight_mod O O B-toloc.airport_name I-toloc.airport_name,atis_flight,O O O B-flight_mod O O B-toloc.airport_name I-toloc.airport_name
how many of delta's night flights are first class,O O O B-airline_name B-depart_time.period_of_day O O B-class_type I-class_type,atis_quantity,O O O B-airline_name I-airline_name B-depart_time.period_of_day O O B-class_type I-class_type
on united airlines give me the flight times from boston to dallas,O B-airline_name I-airline_name O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name,atis_flight_time,O B-airline_name I-airline_name O O O B-flight_time I-flight_time O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
show me the ground transportation schedule in philadelphia in the morning on wednesday,O O O O O O O B-city_name O O B-period_of_day O B-day_name,atis_ground_service,O O O O O O O B-city_name I-city_name O O B-period_of_day O B-day_name I-day_name
what is the last flight from boston to atlanta,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight,O O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
what flights fly from denver to san francisco on monday tuesday wednesday thursday and friday,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.day_name B-depart_date.day_name B-depart_date.day_name O B-depart_date.day_name,atis_flight,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_date.day_name I-depart_date.day_name B-depart_date.day_name I-depart_date.day_name B-depart_date.day_name I-depart_date.day_name O B-depart_date.day_name I-depart_date.day_name
show me the flights from boston to philadelphia,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
i also need to go to san francisco on wednesday evening from dallas,O O O O O O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name,atis_flight,O O O O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name I-fromloc.city_name
from kansas city to salt lake city on delta arrive around 8 pm tomorrow,O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-airline_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.today_relative,atis_flight,O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-airline_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.today_relative
in new york i'll need to rent a car,O B-city_name I-city_name O O O O O B-transport_type,atis_ground_service,O B-city_name I-city_name I-city_name O O O O O O B-transport_type
show me flights from denver to boston on thursday,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
i would like to book a flight from charlotte to baltimore on april eighth,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number,atis_flight,O O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.month_name I-depart_date.month_name B-depart_date.day_number
flights from oakland to san francisco on january twenty first 1992,O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-depart_date.year,atis_flight,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.month_name I-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-depart_date.year
how much is a limousine between dallas fort worth international airport and dallas,O O O O B-transport_type O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name,atis_ground_fare,O O O O B-transport_type I-transport_type I-transport_type O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name
is there a flight from boston to san francisco making a stopover in dallas fort worth,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name,atis_flight,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O O O O B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name I-stoploc.city_name
what time are the flights from baltimore to san francisco,O B-flight_time O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight_time,O B-flight_time O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
from las vegas to phoenix departing in the morning,O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_time.period_of_day,atis_flight,O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-depart_time.period_of_day
